movieId,imdbId,tmdbId
562,0114906,11446
569,0110363,31504
574,0111252,17600
575,0110366,10897
581,0112651,32562
585,0112572,9066
586,0099785,771
587,0099653,251
588,0103639,812
589,0103064,280
590,0099348,581
592,0096895,268
593,0102926,274
594,0029583,408
595,0101414,10020
596,0032910,10895
597,0100405,114
599,0065214,576
605,0117247,7300
606,0112625,10824
608,0116282,275
609,0116552,25059
610,0082509,11827
611,0116514,8766
612,0117283,23570
613,0116684,47333
616,0065421,10112
627,0113613,12520
628,0117381,1592
631,0115509,19042
637,0117608,9099
640,0116095,10988
647,0115956,10684
648,0117060,954
650,0117071,18989
653,0116136,8840
656,0116168,11107
661,0116683,10539
662,0116287,10543
663,0116768,18414
665,0114787,11902
671,0117128,3065
673,0117705,2300
674,0062711,8069
678,0108181,27768
680,0058898,8072
688,0114048,27281
691,0117104,40001
694,0117774,20762
700,0112368,25969
704,0117420,9103
707,0117107,10990
708,0117979,8866
709,0095776,12233
710,0115851,23449
711,0116322,36355
714,0112817,922
718,0108500,11687
719,0117108,9304
720,0118114,503475
724,0115963,9100
725,0116448,20759
728,0112701,32513
733,0117500,9802
735,0109592,21588
736,0117998,664
737,0115624,11867
741,0113568,9323
742,0117894,10280
743,0117723,10535
745,0112691,532
748,0115571,10547
750,0057012,935
761,0117331,9826
762,0117765,9879
765,0116669,7095
766,0116594,26890
778,0117951,627
780,0116629,602
781,0117737,14553
782,0116277,9566
783,0116583,10545
784,0115798,9894
785,0116778,11543
786,0116213,9268
788,0117218,9327
798,0116040,11228
799,0116365,10779
800,0116905,26748
801,0116493,38223
802,0117333,9294
804,0117628,11363
805,0117913,1645
809,0116320,18550
810,0116756,11511
818,0118073,12606
828,0115472,18975
829,0116707,11962
830,0116313,2925
832,0117438,3595
833,0116531,9308
836,0115857,12123
837,0117008,10830
838,0116191,3573
839,0115986,10546
842,0117826,9431
848,0117718,47907
849,0116225,10061
851,0115632,549
852,0117918,10478
858,0068646,238
861,0104558,11134
866,0115736,9303
879,0120004,11015
880,0116654,9306
886,0115783,10723
891,0113253,10987
892,0117991,44705
898,0032904,981
899,0045152,872
900,0043278,2769
901,0050419,13320
902,0054698,164
903,0052357,426
904,0047396,567
905,0025316,3078
906,0036855,13528
908,0053125,213
909,0053604,284
910,0053291,239
911,0056923,4808
912,0034583,289
913,0033870,963
914,0058385,11113
915,0047437,6620
916,0046250,804
918,0037059,909
919,0032138,630
920,0031381,770
921,0084370,31044
922,0043014,599
923,0033467,15
924,0062622,62
926,0042192,705
928,0032976,223
930,0038787,303
931,0038109,4174
932,0050105,8356
933,0048728,381
934,0042451,20758
936,0031725,1859
938,0051658,17281
940,0029843,10907
942,0037008,1939
943,0039420,22292
945,0027125,3080
946,0035446,198
947,0028010,13562
948,0049261,1712
949,0048028,220
950,0025878,3529
951,0032599,3085
952,0048960,2897
953,0038650,1585
954,0031679,3083
955,0029947,900
965,0026029,260
968,0063350,10331
969,0043265,488
971,0051459,261
986,0116329,11076
991,0117039,1770
994,0115678,18203
996,0116830,9333
999,0115438,9401
1003,0116259,11306
1004,0116421,9625
1005,0116000,10680
1006,0115862,6346
1007,0072653,18660
1009,0072951,14821
1010,0064603,14136
1011,0071607,10869
1012,0050798,22660
1013,0055277,19186
1014,0054195,31102
1015,0107131,6878
1016,0053271,15944
1017,0054357,18444
1018,0059793,20723
1019,0046672,173
1020,0106611,864
1021,0109127,24795
1022,0042332,11224
1023,0063819,81310
1024,0038166,15947
1025,0057546,9078
1027,0102798,8367
1028,0058331,433
1029,0033563,11360
1030,0076538,11114
1031,0066817,12335
1032,0043274,12092
1033,0082406,10948
1034,0116361,11229
1035,0059742,15121
1036,0095016,562
1037,0104692,10163
1041,0117589,11159
1042,0117887,9591
1043,0117924,30500
1046,0115640,10938
1047,0116908,11412
1049,0116409,10586
1050,0116913,42314
1051,0117958,27845
1057,0116242,9716
1059,0117509,454
1060,0117802,10218
1061,0117665,819
1066,0029546,31530
1073,0067992,252
1077,0070707,11561
1078,0066808,11302
1079,0095159,623
1080,0079470,583
1081,0084865,12614
1082,0068334,21711
1083,0059243,11575
1084,0061418,475
1085,0052027,11331
1086,0046912,521
1088,0092890,88
1089,0105236,500
1090,0091763,792
1091,0098627,8491
1092,0103772,402
1093,0101761,10537
1094,0104036,11386
1095,0104348,9504
1096,0084707,15764
1097,0083866,601
1099,0029992,25842
1100,0099371,2119
1101,0092099,744
1103,0048545,221
1104,0044081,702
1111,0117040,9305
1120,0117318,1630
1124,0082846,11816
1125,0072081,11843
1126,0101775,10379
1127,0096754,2756
1128,0080749,790
1129,0082340,1103
1130,0082533,11298
1131,0091288,4480
1132,0091480,4481
1135,0081375,10765
1136,0071853,762
1147,0118147,10548
1148,0108598,531
1150,0084589,4483
1161,0078875,659
1171,0103850,10608
1172,0095765,11216
1173,0097108,7452
1175,0101700,892
1176,0101765,1600
1177,0101811,26561
1178,0050825,975
1179,0099703,18129
1183,0116209,409
1185,0097937,10161
1186,0098724,1412
1187,0105107,41768
1188,0105488,10409
1189,0096257,14285
1190,0101026,2469
1191,0102370,10174
1192,0100332,31225
1193,0073486,510
1194,0078446,11455
1196,0080684,1891
1197,0093779,2493
1198,0082971,85
1199,0088846,68
1200,0090605,679
1201,0060196,429
1202,0094336,13446
1203,0050083,389
1204,0056172,947
1206,0066921,185
1207,0056592,595
1208,0078788,28
1209,0064116,335
1210,0086190,1892
1211,0093191,144
1212,0041959,1092
1213,0099685,769
1214,0078748,348
1215,0106308,766
1216,0095250,175
1217,0089881,11645
1218,0097202,10835
1219,0054215,539
1220,0080455,525
1221,0071562,240
1222,0093058,600
1223,0104361,530
1224,0097499,10705
1225,0086879,279
1226,0045061,3109
1227,0087843,311
1228,0081398,1578
1230,0075686,703
1231,0086197,9549
1232,0079944,1398
1233,0082096,387
1234,0070735,9277
1235,0067185,343
1237,0050976,490
1238,0085859,11235
1240,0088247,218
1241,0103873,763
1242,0097441,9665
1243,0100519,18971
1244,0079522,696
1245,0100150,379
1246,0097165,207
1247,0061722,37247
1248,0052311,1480
1249,0100263,9322
1250,0050212,826
1251,0056801,422
1252,0071315,829
1253,0043456,828
1254,0040897,3090
1255,0092610,9964
1256,0023969,3063
1257,0088794,13667
1258,0081505,694
1259,0092005,235
1260,0022100,832
1261,0092991,765
1262,0057115,5925
1263,0077416,11778
1264,0082269,4485
1265,0107048,137
1266,0105695,33
1267,0056218,982
1268,0100436,8428
1269,0036613,212
1270,0088763,105
1271,0101921,1633
1272,0066206,11202
1273,0090967,1554
1274,0094625,149
1275,0091203,8009
1276,0061512,903
1277,0099334,11673
1278,0072431,3034
1279,0102536,339
1280,0101640,10404
1281,0032553,914
1282,0032455,756
1283,0044706,288
1284,0038355,910
1285,0097493,2640
1286,0081534,16633
1287,0052618,665
1288,0088258,11031
1289,0085809,11314
1290,0094006,15143
1291,0097576,89
1292,0078841,10322
1293,0083987,783
1295,0096332,10644
1296,0091867,11257
1297,0089886,14370
1298,0084503,12104
1299,0087553,625
1300,0089606,8816
1301,0049223,830
1302,0097351,2323
1303,0073341,983
1304,0064115,642
1305,0087884,655
1307,0098635,639
1320,0103644,8077
1321,0082010,814
1327,0078767,11449
1333,0056869,571
1334,0051418,8851
1339,0103874,6114
1340,0026138,229
1342,0103919,9529
1343,0101540,1598
1344,0055824,11349
1345,0074285,7340
1346,0083722,6217
1347,0087800,377
1348,0013442,653
1350,0075005,794
1353,0117057,25189
1354,0115751,145
1356,0117731,199
1357,0117631,7863
1358,0117666,12498
1359,0116705,9279
1361,0117293,17204
1363,0117372,21539
1366,0115988,20539
1367,0115433,11674
1370,0099423,1573
1371,0079945,152
1372,0102975,174
1373,0098382,172
1374,0084726,154
1375,0088170,157
1376,0092007,168
1377,0103776,364
1378,0096487,11967
1379,0100994,9086
1380,0077631,621
1381,0084021,9037
1385,0105690,8845
1387,0073195,578
1388,0077766,579
1389,0085750,17692
1390,0117119,17795
1391,0116996,75
1392,0115906,13891
1393,0116695,9390
1394,0093822,378
1395,0094155,10896
1396,0105435,2322
1399,0116999,9819
1401,0116410,31908
1405,0115641,3179
1407,0117571,4232
1408,0104691,9361
1409,0117038,2928
1411,0116477,10549
1414,0117091,27265
1416,0116250,8818
1419,0067959,36040
1422,0119731,9415
1425,0119115,12145
1429,0116704,9404
1431,0118708,9622
1432,0119664,8860
1438,0118928,9619
1441,0106387,4104
1445,0119640,14908
1446,0116790,784
1449,0118111,16448
1453,0118691,17894
1457,0119141,1968
1459,0118548,66
1461,0120434,11419
1464,0116922,638
1466,0119008,9366
1468,0118750,21915
1474,0119432,9446
1476,0119951,9403
1479,0120053,10003
1480,0120152,9311
1483,0115964,884
1485,0119528,1624
1487,0120094,16052
1488,0118972,4477
1498,0119381,12723
1499,0118615,9360
1500,0119229,9434
1503,0118541,13982
1513,0120032,9611
1515,0120461,10357
1517,0118655,816
1518,0118771,2163
1527,0119116,18
1537,0117615,11239
1541,0118556,2058
1542,0115744,9450
1544,0119567,330
1552,0118880,1701
1554,0114134,26422
1556,0120179,1639
1562,0118688,415
1566,0119282,11970
1569,0119738,8874
1573,0119094,754
1580,0119654,607
1584,0118884,686
1586,0119173,4421
1587,0082198,9387
1588,0119190,10603
1589,0118887,2142
1590,0119081,8413
1591,0120177,10336
1592,0118570,20737
1593,0119896,9413
1594,0119361,14585
1597,0118883,8834
1603,0119675,4961
1608,0118571,9772
1610,0099810,1669
1611,0102494,468
1614,0119360,10806
1615,0119051,9433
1616,0119874,6623
1617,0119488,2118
1619,0120102,978
1620,0119468,9437
1623,0120524,10351
1625,0119174,2649
1627,0120399,10155
1633,0120402,55306
1635,0119349,68924
1639,0118842,2255
1641,0119164,9427
1643,0119280,17589
1644,0119345,3597
1645,0118971,1813
1648,0119324,33344
1649,0119107,25099
1653,0119177,782
1658,0119535,8067
1660,0119080,45153
1663,0083131,10890
1665,0118689,1281
1672,0119978,11975
1673,0118749,4995
1674,0090329,9281
1676,0120201,563
1678,0107282,19931
1680,0120148,10215
1681,0119707,9823
1682,0120382,37165
1683,0120520,45609
1687,0119395,4824
1688,0118617,9444
1689,0120483,9414
1690,0118583,8078
1693,0118607,11831
1694,0118632,2895
1701,0118954,2639
1702,0119137,9574
1704,0119217,489
1707,0119303,9714
1711,0119668,8197
1713,0119715,6283
1717,0120082,4233
1719,0120255,10217
1721,0120338,597
1722,0120347,714
1726,0119925,9922
1727,0119314,547
1729,0119396,184
1730,0119485,9746
1732,0118715,115
1734,0119590,27103
1735,0119223,9410
1747,0120885,586
1748,0118929,2666
1752,0120696,11258
1753,0120693,9490
1754,0119099,9411
1760,0120185,6116
1762,0118956,9457
1769,0120008,11702
1772,0118747,11568
1777,0120888,11003
1779,0120184,10153
1783,0120782,30949
1784,0119822,2898
1785,0099939,9558
1792,0120873,11808
1794,0119574,47452
1797,0120661,21736
1799,0120241,10668
1801,0120744,9313
1805,0120890,617
1809,0119250,5910
1810,0119942,9440
1821,0120772,17127
1831,0120738,2157
1833,0120749,8838
1834,0120176,29193
1835,0120632,795
1836,0120728,16980
1840,0124718,9469
1845,0120906,16148
1848,0118755,9449
1858,0117786,10622
1862,0120841,10216
1866,0120609,9448
1873,0119683,4415
1876,0120647,8656
1882,0120685,929
1883,0118798,9452
1884,0120669,1878
1885,0120777,9844
1888,0119313,9715
1889,0119375,26610
1892,0120787,1965
1894,0120828,6068
1895,0127723,15037
1907,0120762,10674
1909,0120902,846
1911,0118998,3050
1912,0120780,1389
1913,0073540,11020
1914,0120321,20862
1916,0118789,9464
1917,0120591,95
1918,0122151,944
1920,0122718,11551
1921,0138704,473
1923,0129387,544
1924,0052077,10513
1927,0020629,143
1931,0026752,12311
1938,0037884,28580
1939,0036868,887
1944,0045793,11426
1945,0047296,654
1946,0048356,15919
1947,0055614,1725
1948,0057590,5769
1949,0060665,874
1950,0061811,10633
1951,0063385,17917
1952,0064665,3116
1953,0067116,1051
1954,0075148,1366
1955,0079417,12102
1956,0081283,16619
1957,0082158,9443
1958,0086425,11050
1959,0089755,606
1960,0093389,746
1961,0095953,380
1962,0097239,403
1963,0065063,11485
1964,0067309,466
1965,0087995,13820
1966,0100142,15389
1967,0091369,13597
1968,0088847,2108
1969,0089686,10014
1970,0093629,10072
1971,0095742,10131
1972,0097981,10160
1973,0101917,11284
1974,0080761,4488
1975,0082418,9725
1976,0083972,9728
1977,0087298,9730
1978,0089173,9731
1979,0091080,10225
1980,0095179,10281
1981,0097388,10283
1982,0077651,948
1983,0082495,11281
1984,0085636,10676
1985,0095271,11357
1991,0094862,10585
1992,0099253,11186
1993,0103956,11187
1994,0084516,609
1995,0091778,11133
1996,0095889,10306
1997,0070047,9552
1999,0099528,11587
2000,0093409,941
2001,0097733,942
2002,0104714,943
2003,0087363,927
2004,0099700,928
2005,0089218,9340
2006,0120746,9342
2009,0070723,12101
2010,0017136,19
2011,0096874,165
2012,0099088,196
2013,0069113,551
2014,0076054,16084
2015,0054594,17984
2018,0034492,3170
2019,0047478,346
2020,0094947,859
2021,0087182,841
2022,0095497,11051
2023,0099674,242
2025,0119558,9769
2026,0134619,9424
2028,0120815,857
2033,0088814,10957
2034,0078869,9570
2036,0109287,13962
2038,0077305,19378
2042,0109520,11164
2046,0091059,10122
2048,0091149,9994
2052,0107120,10439
2053,0104437,11158
2054,0097523,9354
2058,0120768,9631
2059,0120783,9820
2060,0131857,14013
2064,0098213,1779
2065,0089853,10849
2066,0039689,678
2067,0059113,907
2068,0083922,5961
2070,0086423,42121
2071,0106273,2887
2072,0096734,11974
2076,0090756,793
2078,0061852,9325
2080,0048280,10340
2081,0097757,10144
2082,0104868,10414
2083,0104940,10437
2085,0055254,12230
2087,0046183,10693
2088,0081353,11335
2089,0100477,11135
2090,0076618,11319
2091,0078158,14822
2093,0089908,13155
2094,0102803,10249
2096,0053285,10882
2097,0086336,24808
2099,0038969,13850
2100,0088161,2619
2102,0019422,53565
2105,0084827,97
2106,0108265,10419
2107,0120694,11675
2108,0102250,2107
2109,0079367,6471
2110,0083798,9442
2111,0085894,11591
2112,0101969,13697
2114,0086066,227
2115,0087469,87
2116,0077869,123
2117,0087803,9314
2118,0085407,11336
2119,0091499,9980
2120,0107665,10657
2121,0085382,10489
2122,0087050,10823
2123,0096787,11497
2124,0101272,2907
2125,0120631,9454
2126,0120832,8688
2130,0080388,23954
2132,0061184,396
2133,0092513,14367
2134,0090305,11814
2135,0061584,16081
2136,0057372,18331
2137,0070016,15171
2138,0078480,11837
2139,0084649,11704
2140,0083791,11639
2141,0090633,4978
2142,0101329,10380
2143,0089469,11976
2144,0088128,15144
2145,0091790,11522
2146,0090060,11557
2147,0090848,13853
2148,0091223,11415
2150,0080801,8393
2151,0097443,11937
2153,0118661,9320
2155,0120831,14662
2159,0099763,10692
2160,0063522,805
2161,0088323,34584
2162,0100240,34636
2163,0080391,2182
2167,0120611,36647
2171,0119778,41469
2174,0094721,4011
2176,0040746,1580
2178,0068611,573
2181,0058329,506
2183,0049470,574
2184,0048750,11219
2186,0044079,845
2188,0120577,3682
2193,0096446,847
2194,0094226,117
2195,0120654,14577
2202,0037017,13321
2203,0036342,21734
2206,0034248,11462
2208,0030341,940
2212,0025452,8208
2231,0128442,10220
2232,0123755,431
2236,0124879,22796
2240,0081207,21873
2243,0092699,12626
2245,0096463,3525
2247,0095593,2321
2248,0098258,2028
2249,0100212,16384
2252,0104412,10699
2253,0105629,11597
2259,0086973,14347
2261,0091680,18282
2262,0090583,18169
2263,0096073,11082
2266,0101523,20096
2268,0104257,881
2269,0107211,4478
2273,0120812,2109
2278,0122690,8195
2279,0146336,9877
2282,0126604,11855
2287,0047573,11071
2288,0084787,1091
2289,0105151,10403
2291,0099487,162
2294,0120587,8916
2296,0120770,9429
2297,0120889,12159
2300,0063462,30197
2301,0082517,10156
2302,0104952,10377
2303,0073440,3121
2311,0086837,4437
2312,0090830,1890
2313,0080678,1955
2315,0144120,11932
2316,0120791,6435
2318,0147612,10683
2320,0118636,9445
2321,0120789,2657
2322,0120157,9425
2324,0118799,637
2325,0124819,8675
2328,0120877,9945
2329,0120586,73
2331,0120722,46889
2333,0120684,3033
2334,0133952,9882
2335,0120484,10663
2336,0127536,4518
2337,0120879,1808
2338,0130018,3600
2340,0119643,297
2344,0089941,11893
2346,0073747,12223
2348,0091954,14924
2349,0091538,10002
2351,0050783,19426
2352,0085244,12560
2353,0120660,9798
2354,0134067,14444
2355,0120623,9487
2356,0120533,9466
2357,0140888,666
2359,0166396,10162
2360,0154420,309
2361,0069089,692
2363,0047034,1678
2366,0024216,244
2367,0074751,10730
2369,0089017,8130
2371,0089155,9749
2372,0097366,14628
2373,0089893,9626
2374,0091159,13698
2375,0091541,10466
2376,0090264,707
2377,0089489,11954
2378,0087928,9336
2379,0089822,10157
2380,0091777,12118
2381,0093756,10587
2382,0095882,11825
2383,0098105,11895
2384,0120595,9447
2387,0124198,10029
2389,0155975,11252
2390,0147004,8545
2391,0120324,10223
2392,0141109,9745
2393,0120844,200
2394,0120794,9837
2395,0128445,11545
2396,0138097,1934
2398,0039628,11881
2399,0089961,13764
2401,0089767,8879
2402,0089880,1369
2403,0083944,1368
2404,0095956,1370
2405,0089370,10303
2406,0088011,9326
2407,0088933,10328
2408,0094890,11285
2409,0079817,1367
2410,0084602,1371
2411,0089927,1374
2412,0100507,1375
2413,0088930,15196
2414,0090357,11904
2416,0090685,15596
2420,0087538,1885
2421,0091326,8856
2422,0097647,10495
2423,0097958,5825
2424,0128853,9489
2427,0120863,8741
2428,0133751,9276
2429,0120751,9822
2431,0129290,10312
2432,0120686,9441
2433,0120633,9422
2436,0120857,10368
2439,0118564,31662
2442,0150915,46992
2443,0145734,825
2447,0139699,14709
2448,0120458,9423
2450,0091225,10658
2453,0090768,24086
2454,0051622,11815
2455,0091064,9426
2456,0097368,10344
2457,0091875,15698
2459,0072271,30497
2463,0091877,12151
2467,0091605,192
2468,0091306,10945
2469,0091738,10013
2470,0090555,9671
2471,0092493,9396
2473,0091991,12278
2474,0090863,11873
2476,0091187,10015
2478,0092086,8388
2485,0160862,10314
2488,0054167,11167
2490,0120784,2112
2495,0070544,16306
2496,0124298,11622
2497,0139462,10207
2500,0155776,18892
2501,0132477,13466
2502,0151804,1542
2504,0137338,15256
2505,0134273,8224
2506,0123209,18417
2511,0070334,1847
2513,0098084,8913
2517,0085333,8769
2518,0084412,14742
2520,0065377,10671
2524,0072308,5919
2527,0070909,2362
2528,0074812,10803
2529,0063442,871
2530,0065462,1685
2531,0069768,1705
2532,0068408,1688
2533,0067065,1687
2539,0122933,9535
2541,0139134,796
2542,0120735,100
2549,0131646,10350
2550,0057129,11772
2551,0094964,9540
2553,0054443,11773
2555,0118665,22345
2558,0141098,1641
2560,0129332,10212
2561,0139668,10354
2565,0049408,16520
2567,0131369,11374
2568,0120757,16379
2571,0133093,603
2572,0147800,4951
2574,0129280,8970
2575,0120449,9840
2579,0154506,11660
2580,0139239,9430
2581,0151738,11355
2583,0126250,9465
2594,0125659,1902
2596,0133189,6396
2598,0120797,12596
2599,0126886,9451
2600,0120907,1946
2605,0137494,1844
2606,0138510,6552
2611,0155388,28519
2612,0037913,3309
2613,0087799,18462
2616,0099422,8592
2617,0120616,564
2618,0118826,13852
2622,0140379,10210
2628,0120915,1893
2633,0023245,15849
2639,0082766,15660
2640,0078346,1924
2641,0081573,8536
2642,0086393,9531
2643,0094074,11411
2644,0021814,138
2648,0021884,3035
2657,0073629,36685
2660,0044121,10785
2662,0046534,8974
2664,0049366,11549
2668,0084745,17918
2670,0052151,18784
2671,0125439,509
2672,0139809,1090
2676,0128278,12117
2677,0186508,11779
2683,0145660,817
2686,0120802,14283
2687,0120855,37135
2688,0144214,2275
2690,0122541,24137
2692,0130827,104
2693,0120370,15800
2694,0142342,9032
2696,0119038,9421
2699,0099052,6488
2700,0158983,9473
2701,0120891,8487
2702,0162677,10279
2706,0163651,2105
2707,0137363,1073
2709,0158811,10208
2710,0185937,2667
2712,0120663,345
2713,0139414,9825
2716,0087332,620
2717,0097428,2978
2718,0157503,10490
2719,0171363,11618
2720,0141369,332
2722,0149261,8914
2723,0132347,9824
2724,0163187,4806
2726,0049406,247
2728,0054331,967
2729,0056193,802
2730,0072684,3175
2731,0053198,147
2732,0055032,1628
2734,0091557,11120
2735,0091129,10136
2736,0090774,32060
2739,0088939,873
2745,0091530,11416
2746,0091419,10776
2747,0054033,24452
2750,0093818,30890
2759,0144168,16406
2761,0129167,10386
2762,0167404,745
2763,0155267,913
2764,0063688,912
2770,0131325,11353
2771,0120620,17707
2772,0165710,9781
2779,0077663,12185
2787,0088889,10552
2788,0066765,9267
2789,0077394,10766
2791,0080339,813
2792,0083530,2665
2793,0118604,9406
2794,0089670,11418
2795,0085995,11153
2796,0095188,14170
2797,0094737,2280
2798,0100419,11077
2799,0102719,28597
2802,0096244,10396
2803,0107798,9944
2804,0085334,850
2805,0130121,10154
2806,0133046,10342
2807,0176269,10366
2808,0105698,9349
2810,0156887,10494
2815,0091278,11037
2819,0073802,11963
2822,0104839,9096
2826,0120657,1911
2827,0138304,2900
2829,0164108,37718
2836,0125971,14578
2840,0145531,10307
2841,0164181,11601
2843,0118843,1075
2846,0097050,47951
2857,0063823,12105
2858,0169547,14
2859,0088178,24128
2860,0181316,11001
2861,0126916,10390
2862,0080491,9453
2863,0058182,704
2866,0077280,24153
2867,0089175,11797
2870,0061385,17887
